No,Age Range,SES Grade,Domicile,Gender,Job Status,Business Owned Key,Jenis bisnis apa yang Anda operasikan?,Berapa pendapatan tahunan bisnis Anda?,Di mana bisnis Anda berada?,Berapa anggaran pemasaran bulanan Anda?,Apakah Anda memiliki kantor cabang?,Apakah sudah memiliki tim internal kecil untuk bisnis Anda?,Berapa jumlah karyawan yang Anda miliki?,Apakah Anda pernah menggunakan freelancer (penyedia jasa) sebelumnya?,Dalam mencari solusi apakah Anda lebih memilih untuk:,Tantangan apa yang Anda hadapi saat menggunakan freelancer (penyedia jasa)?: Masalah komunikasi,Tantangan apa yang Anda hadapi saat menggunakan freelancer (penyedia jasa)?: Kualitas pekerjaan,Tantangan apa yang Anda hadapi saat menggunakan freelancer (penyedia jasa)?: Memenuhi tenggat waktu,Tantangan apa yang Anda hadapi saat menggunakan freelancer (penyedia jasa)?: Biaya,Tantangan apa yang Anda hadapi saat menggunakan freelancer (penyedia jasa)?: Mencari keterampilan yang tepat,Seberapa sering Anda menggunakan layanan freelancer (penyedia jasa) untuk proyek Anda?,Jasa freelancer apa yang paling sering Anda gunakan?,Apa alasan utama Anda belum pernah menggunakan freelancer (penyedia jasa)?,Apa yang bisa membuat Anda mempertimbangkan untuk menggunakan freelancer (penyedia jasa) di masa depan?,Apa hal pertama yang Anda butuhkan ketika membangun bisnis?: Desain logo,Apa hal pertama yang Anda butuhkan ketika membangun bisnis?: Pengembangan website,Apa hal pertama yang Anda butuhkan ketika membangun bisnis?: Strategi pemasaran,Apa hal pertama yang Anda butuhkan ketika membangun bisnis?: Manajemen media sosial,Seberapa puas Anda dengan nilai yang diberikan oleh layanan freelancer (penyedia jasa) untuk uang yang Anda keluarkan?,Dukungan atau sumber daya tambahan apa yang akan meningkatkan pengalaman Anda dengan layanan freelancer (penyedia jasa)?: Lebih banyak sumber daya tutorial,Dukungan atau sumber daya tambahan apa yang akan meningkatkan pengalaman Anda dengan layanan freelancer (penyedia jasa)?: Dukungan pelanggan yang lebih baik,Dukungan atau sumber daya tambahan apa yang akan meningkatkan pengalaman Anda dengan layanan freelancer (penyedia jasa)?: Lebih banyak opsi freelancer,Dukungan atau sumber daya tambahan apa yang akan meningkatkan pengalaman Anda dengan layanan freelancer (penyedia jasa)?: Opsi harga yang fleksibel,Seberapa penting faktor-faktor berikut dalam mempengaruhi keputusan Anda untuk menggunakan freelancer (penyedia jasa) tertentu? [Ulasan & Penilaian],Seberapa penting faktor-faktor berikut dalam mempengaruhi keputusan Anda untuk menggunakan freelancer (penyedia jasa) tertentu? [Kualitas Portofolio],Seberapa penting faktor-faktor berikut dalam mempengaruhi keputusan Anda untuk menggunakan freelancer (penyedia jasa) tertentu? [Harga],Seberapa penting faktor-faktor berikut dalam mempengaruhi keputusan Anda untuk menggunakan freelancer (penyedia jasa) tertentu? [Komunikasi],Bagaimana cara Anda dalam menyelesaikan masalah?,Seberapa mampu Anda membeli layanan freelancer (penyedia jasa) berdasarkan anggaran Anda saat ini?,Seberapa tertarik Anda menggunakan freelancer (penyedia jasa) untuk proyek Anda di masa depan?,Bagaimana Anda pertama kali mendengar tentang layanan freelancer (penyedia jasa)?,Platform freelancer (penyedia jasa) mana yang paling sering Anda gunakan?,Seberapa besar kemungkinan Anda merekomendasikan layanan freelancer (penyedia jasa) kepada teman dan keluarga Anda?,Apakah ada saran dan masukan untuk Sribu (Sribu.com)?,Platform freelancer,Platform freelancer1
350,36-40 tahun,Middle,Sumatera Utara,Laki-Laki,Bekerja penuh waktu,Ya,E-commerce,Kurang dari Rp750 juta,Medan,Kurang dari Rp7.500.000,Tidak,Ya,10-Jun,Tidak,Mencari sendiri,,,,,,NA,NA,Biaya terlalu tinggi,Rekomendasi dari teman atau kolega,,,Strategi pemasaran,,7,,,,Opsi harga yang fleksibel,5,5,4,5,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,7,6,Media sosial,Fastwork,6,Harga yg kompetisi,Other,0
351,25-30 tahun,Upper,DKI Jakarta,Laki-Laki,Pemilik usaha/Wiraswasta,Ya,E-commerce,Kurang dari Rp750 juta,Surabaya,Kurang dari Rp7.500.000,Ya,Ya,Kurang dari 5,Ya,Mencari sendiri,,Kualitas pekerjaan,Memenuhi tenggat waktu,,Mencari keterampilan yang tepat,Tidak menentu,Desain logo,NA,NA,Desain logo,,Strategi pemasaran,Manajemen media sosial,8,Lebih banyak sumber daya tutorial,,Lebih banyak opsi freelancer,Opsi harga yang fleksibel,4,5,5,5,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,9,8,Media sosial,Sribu,9,Lebih bervariasi aja,Sribu,1
352,25-30 tahun,Upper,Jawa Barat,Perempuan,Bekerja penuh waktu,Ya,E-commerce,Rp750 juta - Rp1.5 miliar,Bandung,Rp7.500.000 - Rp15.000.000,Tidak,Ya,10-Jun,Ya,Mencari sendiri,Masalah komunikasi,,Memenuhi tenggat waktu,Biaya,,Triwulanan,Manajemen media sosial,NA,NA,,Pengembangan website,Strategi pemasaran,,7,,Dukungan pelanggan yang lebih baik,,Opsi harga yang fleksibel,5,4,4,4,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,9,9,Pencarian online,Sribu,8,Lebih dimudahkan komunikasi nya,Sribu,1
353,36-40 tahun,Middle,DKI Jakarta,Laki-Laki,Pemilik usaha/Wiraswasta,Ya,Berbasis layanan,Kurang dari Rp750 juta,Jabodetabek,Rp7.500.000 - Rp15.000.000,Tidak,Ya,Kurang dari 5,Tidak,Mencari sendiri,,,,,,NA,NA,Biaya terlalu tinggi,Harga yang lebih terjangkau,Desain logo,,Strategi pemasaran,,7,Lebih banyak sumber daya tutorial,Dukungan pelanggan yang lebih baik,,,4,5,5,5,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,8,10,Media sosial,Project.co.id,8,Belum bisa kasih masukan saran untuk freelancer,Other,0
354,36-40 tahun,Middle,Sulawesi Selatan,Perempuan,Bekerja paruh waktu,Ya,Fashion,Kurang dari Rp750 juta,Makassar,Kurang dari Rp7.500.000,Tidak,Ya,Kurang dari 5,Ya,Diberi rekomendasi,,,Memenuhi tenggat waktu,,,Tidak menentu,Manajemen media sosial,NA,NA,Desain logo,,,,10,Lebih banyak sumber daya tutorial,,,,1,1,1,1,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,5,10,Media sosial,Fastwork,10,Semoga bisa terus mengembangkan kemampuannya,Other,0
355,31-35 tahun,Upper,Jawa Barat,Perempuan,Pemilik usaha/Wiraswasta,Ya,Berbasis layanan,Kurang dari Rp750 juta,Jabodetabek,Kurang dari Rp7.500.000,Tidak,Ya,Kurang dari 5,Tidak,Diberi rekomendasi,,,,,,NA,NA,Khawatir tentang kualitas pekerjaan,Informasi lebih lanjut tentang manfaat menggunakan freelancer,Desain logo,,Strategi pemasaran,Manajemen media sosial,9,,Dukungan pelanggan yang lebih baik,,Opsi harga yang fleksibel,5,5,5,5,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,8,10,Media sosial,Tidak ada,8,Lebih banyak aktif si mwdia sosial agar lebih dikenal,Tidak ada,0
356,31-35 tahun,Upper,Jawa Tengah,Perempuan,Tidak bekerja,Ya,Berbasis layanan,Rp750 juta - Rp1.5 miliar,Semarang,Rp7.500.000 - Rp15.000.000,Tidak,Ya,10-Jun,Ya,Mencari sendiri,,,,,Mencari keterampilan yang tepat,Bulanan,Penulisan konten,NA,NA,Desain logo,,,,10,,Dukungan pelanggan yang lebih baik,,,3,5,5,5,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,10,10,Teman atau kolega,Upwork,10,Keren,Other,0
357,36-40 tahun,Upper,Jawa Barat,Laki-Laki,Pemilik usaha/Wiraswasta,Ya,Other,Kurang dari Rp750 juta,Bandung,Kurang dari Rp7.500.000,Tidak,Ya,Kurang dari 5,Tidak,Mencari sendiri,,,,,,NA,NA,Biaya terlalu tinggi,Harga yang lebih terjangkau,,,,,6,,,Lebih banyak opsi freelancer,Opsi harga yang fleksibel,5,3,5,5,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,7,7,Pencarian online,Project.co.id,8,bagus dan terlihat profesional,Other,0
358,25-30 tahun,Middle,Banten,Perempuan,Bekerja penuh waktu,Ya,E-commerce,Kurang dari Rp750 juta,Jabodetabek,Rp7.500.000 - Rp15.000.000,Ya,Ya,20-Nov,Ya,Mencari sendiri,,Kualitas pekerjaan,,,,Mingguan,Manajemen media sosial,NA,NA,,Pengembangan website,,,10,,Dukungan pelanggan yang lebih baik,,,5,5,5,5,Saya lebih suka berbagi masalah saya dan menunggu orang lain menawarkan bantuan,10,10,Pencarian online,Fiverr,10,bagus,Other,0
359,31-35 tahun,Upper,Jawa Tengah,Laki-Laki,Pemilik usaha/Wiraswasta,Ya,E-commerce,Rp750 juta - Rp1.5 miliar,Bandung,Rp7.500.000 - Rp15.000.000,Ya,Ya,21-50,Ya,Mencari sendiri,Masalah komunikasi,Kualitas pekerjaan,Memenuhi tenggat waktu,,,Mingguan,Pengembangan website,NA,NA,Desain logo,Pengembangan website,,,7,Lebih banyak sumber daya tutorial,Dukungan pelanggan yang lebih baik,,,5,3,2,3,Saya lebih suka berbagi masalah saya dan menunggu orang lain menawarkan bantuan,7,9,Media sosial,Project.co.id,8,Iya perlu ada bberapa fitur mencari frellancer,Other,0
360,25-30 tahun,Upper,Jawa Tengah,Laki-Laki,Bekerja penuh waktu,Ya,E-commerce,Kurang dari Rp750 juta,Semarang,Rp7.500.000 - Rp15.000.000,Ya,Ya,20-Nov,Ya,Mencari sendiri,Masalah komunikasi,,Memenuhi tenggat waktu,,,Harian,Desain logo,NA,NA,Desain logo,Pengembangan website,Strategi pemasaran,,10,Lebih banyak sumber daya tutorial,Dukungan pelanggan yang lebih baik,Lebih banyak opsi freelancer,Opsi harga yang fleksibel,5,5,5,5,Saya lebih suka berbagi masalah saya dan menunggu orang lain menawarkan bantuan,10,10,Media sosial,Fastwork,10,Lebih inovatif dan inovasi,Other,0
361,25-30 tahun,Middle,DKI Jakarta,Perempuan,Bekerja penuh waktu,Ya,Berbasis layanan,Rp1.5 miliar - Rp7.5 miliar,Jabodetabek,Rp15.000.000 - Rp75.000.000,Ya,Ya,21-50,Ya,Diberi rekomendasi,,,Memenuhi tenggat waktu,Biaya,,Triwulanan,Penulisan konten,NA,NA,,Pengembangan website,Strategi pemasaran,,10,,Dukungan pelanggan yang lebih baik,Lebih banyak opsi freelancer,,3,2,2,2,Saya lebih suka berbagi masalah saya dan menunggu orang lain menawarkan bantuan,10,10,Teman atau kolega,Project.co.id,6,Keren banget,Other,0
362,31-35 tahun,Middle,Jawa Barat,Laki-Laki,Bekerja penuh waktu,Ya,Berbasis layanan,Kurang dari Rp750 juta,Karawang,Kurang dari Rp7.500.000,Tidak,Tidak,Kurang dari 5,Ya,Diberi rekomendasi,,Kualitas pekerjaan,Memenuhi tenggat waktu,Biaya,,Triwulanan,Desain logo,NA,NA,Desain logo,,Strategi pemasaran,,8,Lebih banyak sumber daya tutorial,,Lebih banyak opsi freelancer,,4,5,5,4,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,8,9,Teman atau kolega,Fastwork,8,Saya daftar dulu ya baru bisa komen,Other,0
363,25-30 tahun,Middle,Jawa Timur,Perempuan,Pemilik usaha/Wiraswasta,Ya,E-commerce,Rp750 juta - Rp1.5 miliar,Surabaya,Rp7.500.000 - Rp15.000.000,Ya,Ya,20-Nov,Ya,Mencari sendiri,Masalah komunikasi,,Memenuhi tenggat waktu,,,Mingguan,Pengembangan website,NA,NA,,,Strategi pemasaran,Manajemen media sosial,8,Lebih banyak sumber daya tutorial,,Lebih banyak opsi freelancer,Opsi harga yang fleksibel,5,4,4,5,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,9,8,Media sosial,Sribu,8,Sudah oke,Sribu,1
364,31-35 tahun,Middle,Jawa Barat,Perempuan,Bekerja penuh waktu,Ya,E-commerce,Rp1.5 miliar - Rp7.5 miliar,Bandung,Rp15.000.000 - Rp75.000.000,Ya,Ya,21-50,Ya,Mencari sendiri,Masalah komunikasi,,Memenuhi tenggat waktu,,,Bulanan,Desain logo,NA,NA,Desain logo,,,,6,,Dukungan pelanggan yang lebih baik,,,4,4,3,2,Saya lebih suka berbagi masalah saya dan menunggu orang lain menawarkan bantuan,7,6,Pencarian online,Project.co.id,6,Good,Other,0
365,31-35 tahun,Lower,Lampung,Laki-Laki,Bekerja paruh waktu,Ya,Berbasis layanan,Kurang dari Rp750 juta,Medan,Kurang dari Rp7.500.000,Tidak,Ya,Kurang dari 5,Tidak,Diberi rekomendasi,,,,,,NA,NA,Biaya terlalu tinggi,Harga yang lebih terjangkau,,Pengembangan website,Strategi pemasaran,,7,,Dukungan pelanggan yang lebih baik,,Opsi harga yang fleksibel,4,4,5,5,Saya lebih suka berbagi masalah saya dan menunggu orang lain menawarkan bantuan,6,7,Pencarian online,Upwork,8,Belum pernah mencoba nya sih,Other,0
366,25-30 tahun,Upper,DKI Jakarta,Perempuan,Bekerja penuh waktu,Ya,E-commerce,Kurang dari Rp750 juta,Jabodetabek,Kurang dari Rp7.500.000,Tidak,Ya,21-50,Ya,Diberi rekomendasi,Masalah komunikasi,Kualitas pekerjaan,Memenuhi tenggat waktu,Biaya,Mencari keterampilan yang tepat,Bulanan,Penulisan konten,NA,NA,,Pengembangan website,,,8,Lebih banyak sumber daya tutorial,Dukungan pelanggan yang lebih baik,Lebih banyak opsi freelancer,Opsi harga yang fleksibel,5,5,4,5,Saya lebih suka berbagi masalah saya dan menunggu orang lain menawarkan bantuan,8,9,Media sosial,Sribu,8,Tidak ada karena sudah bagusss,Sribu,1
367,25-30 tahun,Upper,DKI Jakarta,Perempuan,Bekerja penuh waktu,Ya,E-commerce,Kurang dari Rp750 juta,Jabodetabek,Rp7.500.000 - Rp15.000.000,Tidak,Ya,10-Jun,Ya,Diberi rekomendasi,Masalah komunikasi,Kualitas pekerjaan,Memenuhi tenggat waktu,Biaya,,Bulanan,Layanan SEO,NA,NA,Desain logo,Pengembangan website,Strategi pemasaran,Manajemen media sosial,9,Lebih banyak sumber daya tutorial,Dukungan pelanggan yang lebih baik,,,5,4,4,4,Saya lebih suka berbagi masalah saya dan menunggu orang lain menawarkan bantuan,10,10,Media sosial,Upwork,10,Belum ada,Other,0
368,31-35 tahun,Lower,Jawa Tengah,Laki-Laki,Bekerja penuh waktu,Ya,E-commerce,Kurang dari Rp750 juta,Semarang,Kurang dari Rp7.500.000,Tidak,Ya,10-Jun,Tidak,Mencari sendiri,,,,,,NA,NA,Biaya terlalu tinggi,Dukungan dari platform freelancer,,,Strategi pemasaran,,9,Lebih banyak sumber daya tutorial,,,,4,4,4,4,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,7,7,Media sosial,Upwork,9,Tidak ada,Other,0
369,25-30 tahun,Upper,Sumatera Utara,Laki-Laki,Bekerja penuh waktu,Ya,E-commerce,Rp1.5 miliar - Rp7.5 miliar,Jabodetabek,Rp7.500.000 - Rp15.000.000,Ya,Ya,21-50,Ya,Mencari sendiri,,Kualitas pekerjaan,Memenuhi tenggat waktu,,,Bulanan,Manajemen media sosial,NA,NA,,Pengembangan website,Strategi pemasaran,Manajemen media sosial,9,Lebih banyak sumber daya tutorial,Dukungan pelanggan yang lebih baik,,,5,5,4,4,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,9,10,Media sosial,Fiverr,9,Tingkatkan pelayanan dan efektivitas,Other,0
370,31-35 tahun,Middle,Sumatera Selatan,Laki-Laki,Mahasiswa/pelajar,Ya,Berbasis layanan,Rp750 juta - Rp1.5 miliar,Palembang,Rp15.000.000 - Rp75.000.000,Tidak,Ya,51-100,Ya,Mencari sendiri,Masalah komunikasi,Kualitas pekerjaan,Memenuhi tenggat waktu,,,Bulanan,Penulisan konten,NA,NA,,,Strategi pemasaran,,10,Lebih banyak sumber daya tutorial,Dukungan pelanggan yang lebih baik,Lebih banyak opsi freelancer,,5,5,5,5,Saya lebih suka berbagi masalah saya dan menunggu orang lain menawarkan bantuan,10,9,Media sosial,Fiverr,10,Sangat bagus,Other,0
371,31-35 tahun,Middle,Jawa Barat,Perempuan,Bekerja penuh waktu,Ya,Berbasis layanan,Kurang dari Rp750 juta,Jabodetabek,Kurang dari Rp7.500.000,Tidak,Tidak,Kurang dari 5,Ya,Diberi rekomendasi,,Kualitas pekerjaan,,Biaya,Mencari keterampilan yang tepat,Tidak menentu,Manajemen media sosial,NA,NA,,,Strategi pemasaran,,8,Lebih banyak sumber daya tutorial,Dukungan pelanggan yang lebih baik,,Opsi harga yang fleksibel,4,5,5,4,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,8,9,Media sosial,Sribu,10,Perbanyak freelancer yang bisa part time juga kak,Sribu,1
372,36-40 tahun,Upper,DKI Jakarta,Laki-Laki,Bekerja penuh waktu,Ya,Berbasis layanan,Lebih dari Rp15 miliar,Jabodetabek,Lebih dari Rp150.000.000,Ya,Ya,Lebih dari 100,Ya,Diberi rekomendasi,Masalah komunikasi,,Memenuhi tenggat waktu,Biaya,Mencari keterampilan yang tepat,Harian,Layanan SEO,NA,NA,Desain logo,Pengembangan website,,,10,Lebih banyak sumber daya tutorial,Dukungan pelanggan yang lebih baik,Lebih banyak opsi freelancer,,5,4,4,5,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,9,9,Media sosial,Project.co.id,9,sangat baik,Other,0
373,31-35 tahun,Upper,Jawa Barat,Perempuan,Bekerja penuh waktu,Ya,E-commerce,Kurang dari Rp750 juta,Jabodetabek,Rp7.500.000 - Rp15.000.000,Tidak,Ya,Kurang dari 5,Tidak,Mencari sendiri,,,,,,NA,NA,Tidak tahu cara menemukan freelancer yang tepat,Dukungan dari platform freelancer,,Pengembangan website,Strategi pemasaran,Manajemen media sosial,10,,Dukungan pelanggan yang lebih baik,,Opsi harga yang fleksibel,5,5,3,5,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,10,10,Pencarian online,Project.co.id,10,Terus berinovasi,Other,0
374,25-30 tahun,Upper,DKI Jakarta,Perempuan,Pemilik usaha/Wiraswasta,Ya,Berbasis layanan,Kurang dari Rp750 juta,Jabodetabek,Kurang dari Rp7.500.000,Tidak,Ya,Kurang dari 5,Ya,Mencari sendiri,Masalah komunikasi,,Memenuhi tenggat waktu,,Mencari keterampilan yang tepat,Mingguan,Penulisan konten,NA,NA,,,Strategi pemasaran,Manajemen media sosial,7,,,Lebih banyak opsi freelancer,Opsi harga yang fleksibel,4,4,5,4,Saya lebih suka berbagi masalah saya dan menunggu orang lain menawarkan bantuan,7,7,Pencarian online,Sribu,6,Ux kurang mendukung,Sribu,1
375,25-30 tahun,Middle,Banten,Laki-Laki,Bekerja paruh waktu,Ya,Berbasis layanan,Kurang dari Rp750 juta,Jabodetabek,Kurang dari Rp7.500.000,Ya,Ya,Kurang dari 5,Ya,Mencari sendiri,Masalah komunikasi,,Memenuhi tenggat waktu,,,Bulanan,Manajemen media sosial,NA,NA,,Pengembangan website,Strategi pemasaran,,6,Lebih banyak sumber daya tutorial,Dukungan pelanggan yang lebih baik,Lebih banyak opsi freelancer,,4,4,4,4,Saya lebih suka berbagi masalah saya dan menunggu orang lain menawarkan bantuan,6,6,Media sosial,Fiverr,6,Lebih baik lagi,Other,0
376,31-35 tahun,Upper,DKI Jakarta,Perempuan,Bekerja penuh waktu,Ya,E-commerce,Kurang dari Rp750 juta,Jabodetabek,Rp7.500.000 - Rp15.000.000,Ya,Ya,Kurang dari 5,Ya,Mencari sendiri,Masalah komunikasi,Kualitas pekerjaan,Memenuhi tenggat waktu,Biaya,Mencari keterampilan yang tepat,Bulanan,Desain logo,NA,NA,Desain logo,Pengembangan website,Strategi pemasaran,Manajemen media sosial,8,Lebih banyak sumber daya tutorial,Dukungan pelanggan yang lebih baik,Lebih banyak opsi freelancer,Opsi harga yang fleksibel,5,5,5,5,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,8,8,Media sosial,Sribu,7,"Website yang mudah digunakan, tidak membingungkan, website tidak berat diexplore,",Sribu,1
377,36-40 tahun,Upper,Jawa Tengah,Laki-Laki,Bekerja paruh waktu,Ya,Manufaktur,Rp750 juta - Rp1.5 miliar,Semarang,Rp7.500.000 - Rp15.000.000,Ya,Ya,Kurang dari 5,Ya,Diberi rekomendasi,Masalah komunikasi,,,Biaya,,Bulanan,Manajemen media sosial,NA,NA,Desain logo,Pengembangan website,Strategi pemasaran,Manajemen media sosial,9,Lebih banyak sumber daya tutorial,Dukungan pelanggan yang lebih baik,,Opsi harga yang fleksibel,5,5,5,5,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,9,10,Media sosial,Fiverr,10,Lebih menarik lagi,Other,0
378,31-35 tahun,Lower,DI Yogyakarta,Laki-Laki,Pemilik usaha/Wiraswasta,Ya,Berbasis layanan,Kurang dari Rp750 juta,Yogyakarta,Kurang dari Rp7.500.000,Tidak,Tidak,Kurang dari 5,Ya,Mencari sendiri,Masalah komunikasi,Kualitas pekerjaan,Memenuhi tenggat waktu,Biaya,Mencari keterampilan yang tepat,Bulanan,Desain logo,NA,NA,,,Strategi pemasaran,,7,,Dukungan pelanggan yang lebih baik,Lebih banyak opsi freelancer,Opsi harga yang fleksibel,4,4,5,4,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,7,8,Pencarian online,Other,7,"Diharapkan harga jasanya sama dengan nama websitenya seribu rupiah, tanpa biaya tambahan, bahkan bisa ada pengurangan biaya",Other,0
379,25-30 tahun,Upper,Jawa Tengah,Perempuan,Pemilik usaha/Wiraswasta,Ya,E-commerce,Kurang dari Rp750 juta,Solo,Kurang dari Rp7.500.000,Tidak,Ya,Kurang dari 5,Ya,Diberi rekomendasi,,Kualitas pekerjaan,,Biaya,Mencari keterampilan yang tepat,Bulanan,Penulisan konten,NA,NA,,,Strategi pemasaran,Manajemen media sosial,7,,,Lebih banyak opsi freelancer,Opsi harga yang fleksibel,5,5,5,5,Saya lebih suka berbagi masalah saya dan menunggu orang lain menawarkan bantuan,6,9,Media sosial,Fastwork,9,Tidak ada,Other,0
380,36-40 tahun,Middle,DKI Jakarta,Laki-Laki,Mahasiswa/pelajar,Ya,E-commerce,Kurang dari Rp750 juta,Jabodetabek,Kurang dari Rp7.500.000,Tidak,Ya,Kurang dari 5,Tidak,Mencari sendiri,,,,,,NA,NA,Tidak tahu cara menemukan freelancer yang tepat,Informasi lebih lanjut tentang manfaat menggunakan freelancer,Desain logo,Pengembangan website,Strategi pemasaran,,9,,Dukungan pelanggan yang lebih baik,,Opsi harga yang fleksibel,4,4,4,4,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,9,9,Teman atau kolega,Fastwork,8,Lebih murah dan promo,Other,0
381,25-30 tahun,Upper,Banten,Laki-Laki,Bekerja penuh waktu,Ya,E-commerce,Kurang dari Rp750 juta,Jabodetabek,Kurang dari Rp7.500.000,Ya,Ya,Kurang dari 5,Ya,Mencari sendiri,,,,Biaya,,Harian,Desain logo,NA,NA,Desain logo,,,,10,Lebih banyak sumber daya tutorial,,,,5,5,5,5,Saya lebih suka berbagi masalah saya dan menunggu orang lain menawarkan bantuan,10,10,Media sosial,Fastwork,10,Cukup bagus,Other,0
382,31-35 tahun,Middle,Jawa Barat,Laki-Laki,Pemilik usaha/Wiraswasta,Ya,E-commerce,Rp750 juta - Rp1.5 miliar,Jabodetabek,Rp7.500.000 - Rp15.000.000,Tidak,Ya,10-Jun,Ya,Diberi rekomendasi,Masalah komunikasi,Kualitas pekerjaan,Memenuhi tenggat waktu,Biaya,Mencari keterampilan yang tepat,Mingguan,Penulisan konten,NA,NA,Desain logo,Pengembangan website,Strategi pemasaran,Manajemen media sosial,10,Lebih banyak sumber daya tutorial,Dukungan pelanggan yang lebih baik,Lebih banyak opsi freelancer,Opsi harga yang fleksibel,5,5,5,5,Saya lebih suka berbagi masalah saya dan menunggu orang lain menawarkan bantuan,10,10,Teman atau kolega,Project.co.id,10,Tidak ada,Other,0
383,31-35 tahun,Upper,Banten,Perempuan,Pemilik usaha/Wiraswasta,Ya,Berbasis layanan,Kurang dari Rp750 juta,Jabodetabek,Kurang dari Rp7.500.000,Tidak,Ya,Kurang dari 5,Tidak,Mencari sendiri,,,,,,NA,NA,Tidak pernah memerlukan layanan tersebut,Jaminan kualitas pekerjaan,Desain logo,Pengembangan website,Strategi pemasaran,Manajemen media sosial,8,,Dukungan pelanggan yang lebih baik,Lebih banyak opsi freelancer,,5,5,3,5,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,7,7,Media sosial,Fiverr,8,Sudah cukup baik,Other,0
384,31-35 tahun,Upper,DKI Jakarta,Perempuan,Bekerja penuh waktu,Ya,Berbasis layanan,Rp1.5 miliar - Rp7.5 miliar,Jabodetabek,Rp75.000.000 - Rp150.000.000,Ya,Ya,Lebih dari 100,Ya,Diberi rekomendasi,,Kualitas pekerjaan,Memenuhi tenggat waktu,,,Tidak menentu,Desain logo,NA,NA,,,Strategi pemasaran,,8,,,Lebih banyak opsi freelancer,,5,5,5,5,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,10,10,Media sosial,Sribu,9,Secara keseluruhan sudah cukup membantu,Sribu,1
385,31-35 tahun,Upper,Jawa Barat,Laki-Laki,Bekerja penuh waktu,Ya,E-commerce,Rp750 juta - Rp1.5 miliar,Jabodetabek,Rp7.500.000 - Rp15.000.000,Ya,Ya,10-Jun,Ya,Mencari sendiri,,Kualitas pekerjaan,,,Mencari keterampilan yang tepat,Mingguan,Layanan SEO,NA,NA,,Pengembangan website,,Manajemen media sosial,8,,Dukungan pelanggan yang lebih baik,,Opsi harga yang fleksibel,5,5,5,5,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,8,8,Media sosial,Sribu,8,Saran agar mengadakan pameran Freelancer lebih di kenal lagi,Sribu,1
386,36-40 tahun,Middle,DKI Jakarta,Perempuan,Tidak bekerja,Ya,E-commerce,Kurang dari Rp750 juta,Jabodetabek,Kurang dari Rp7.500.000,Tidak,Tidak,Kurang dari 5,Tidak,Mencari sendiri,,,,,,NA,NA,Khawatir tentang kualitas pekerjaan,Jaminan kualitas pekerjaan,,,Strategi pemasaran,,5,,Dukungan pelanggan yang lebih baik,,,4,4,3,4,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,5,4,Media sosial,Upwork,5,Tingkatkan lagi untuk pelayanan freelance agar semakin baik,Other,0
387,31-35 tahun,Middle,DKI Jakarta,Perempuan,Tidak bekerja,Ya,E-commerce,Kurang dari Rp750 juta,Jabodetabek,Kurang dari Rp7.500.000,Ya,Ya,10-Jun,Ya,Mencari sendiri,Masalah komunikasi,Kualitas pekerjaan,,,Mencari keterampilan yang tepat,Mingguan,Desain logo,NA,NA,Desain logo,Pengembangan website,Strategi pemasaran,,10,Lebih banyak sumber daya tutorial,,,Opsi harga yang fleksibel,5,5,5,5,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,10,10,Media sosial,Project.co.id,10,Lebih bagus lagi,Other,0
388,25-30 tahun,Middle,Jawa Barat,Perempuan,Bekerja penuh waktu,Ya,E-commerce,Kurang dari Rp750 juta,Jabodetabek,Kurang dari Rp7.500.000,Tidak,Ya,Kurang dari 5,Ya,Diberi rekomendasi,,,,Biaya,Mencari keterampilan yang tepat,Tidak menentu,Desain logo,NA,NA,Desain logo,,Strategi pemasaran,Manajemen media sosial,9,,Dukungan pelanggan yang lebih baik,,Opsi harga yang fleksibel,5,5,5,5,Saya lebih suka berbagi masalah saya dan menunggu orang lain menawarkan bantuan,10,10,Teman atau kolega,Project.co.id,10,Harga lebih kompetitif lagi,Other,0
